,Auction ID,Bank/Organisation Name,Asset on Auction,City/District,Sealed Bid Submission last date,Reserve Price,EMD,Event Type,DRT Name,,,,,
,195541,PNB Housing Finance Limited,"1804,18, Tower-B1,Supertech Golf village part of golf Country Hold,Plot No-TS-5 Sector-22 (D), Yamuna Expressway, NA, F1 Formula Track, NA, Greater Noida, Uttar Pradesh, India-201301I am interested",Greater Noida,26 May 2025,"21,05,000.00","2,10,500.00",SARFAESI,--,194632,0,Immovable,Plot,0
,195542,PNB Housing Finance Limited,"All That Property Bearing Arazi No 1061 Chandan Nagar, Sangwan Road, Ahirwan. Kanpur, Kanpur Nagar-208001 Measuring 55.183 Sq Mir. Bounded As East: Juz Part of House, West: House of Munna Sharma, Nort...I am interested",Kanpur,26 May 2025,"20,55,000.00","2,05,500.00",SARFAESI,--,194634,0,Immovable,Land,0
,195545,PNB Housing Finance Limited,"House No_22/B, Bajwa Colony, Leather Complex Road, Basti Peer Dad Khan, Jalandhar, Punjab, 144021, As Per Jamabandi Year 2018-2019 Hadbast No. 313, Khasra No. 19//23/2, 25//3/2, Rakba 2 Marle 80 Murab...I am interested",Jalandhar,26 May 2025,"13,68,000.00","1,36,800.00",SARFAESI,--,194636,0,Immovable,Residential,0
,195546,PNB Housing Finance Limited,"1,2nd Floor, LIG B, Mojika Laxmi Vihar, 33, Shri
Rampura Bas, Bhankrota, Teshil Sanaganer, Jaipur,
Rajasthan, India-302006I am interested",Jaipur,26 May 2025,"10,37,000.00","1,03,700.00",SARFAESI,--,194638,0,Immovable,Residential,0
,195548,PNB Housing Finance Limited,"16, 1st Floor, LIG B, Mojka Laxmi Vihar, 33, Shri Rampura Bas, Possession Bhankrota, Teshil Sanaganer, Jaipur, Rajasthan, India-302006I am interested",Jaipur,26 May 2025,"7,82,000.00","78,200.00",SARFAESI,--,194639,0,Immovable,Residential,0
,195549,PNB Housing Finance Limited,"Flat No. 210, Second Floor, Tower- A, Vanshika Homes, Khasra No. 18, 19, 35, 50, 51, 52, 53, 54, 55, 59, 66, 1417/63 66 Village- Khijurivas, Tehsil- Tijara, Distt Alwar, Rajasthan-301019.I am interested",Alwar,26 May 2025,"8,98,000.00","89,800.00",SARFAESI,--,194641,0,Immovable,Flat,0
,195550,PNB Housing Finance Limited,"101,1,Tower E-13,BDI Ananda, Village Jhiwana & Khatiwas, Tehsil Tijara, Dist-Alwar, Rajasthan, Alwar, Rajasthan, India-305001I am interested",Alwar,26 May 2025,"3,78,000.00","37,800.00",SARFAESI,--,194642,0,Immovable,Flat,0
,194508,Hinduja Housing Finance Limited,"All that the House bearing 
Door No:1-94/6/3, with an 
area admeasuring an extent of 
175.00Sq yards or 146.32Sq 
meters , having RCC Roof 
Plinth area 696.00Sq feets 
Situated at Allipoor Village of ...I am interested",Jagtial,26 May 2025,"15,08,160.00","1,50,816.00",SARFAESI,--,193602,0,Immovable,Residential,0
,194509,Hinduja Housing Finance Limited,"The House with open 
place bearing H. No.3-63 
admeasuring 188.83sq 
yards,or 157.99sq 
meters,Situated at 
Barigalanipally 
(Incherla)G.P village 
Mulugu 
MandalDistrictand within 
the Registration 
...I am interested",Mulugu,26 May 2025,"19,18,513.00","1,91,851.00",SARFAESI,--,193603,0,Immovable,Residential,
,194510,Hinduja Housing Finance Limited,"All that the RCC House 
bearing No.3-101/3 with a 
total area 122.66 Sq yards 
or 102.55 sq mtrs,With 
R.C.0C Plinth area 498.01 
Sq fts, Situated at 
Bandalingapur 
Village,Metpally 
Mandal,Jagtial D...I am interested",Jagtial,26 May 2025,"15,93,976.00","1,59,398.00",SARFAESI,--,193604,0,Immovable,Residential,0
,194511,Hinduja Housing Finance Limited,"All that the land and RCC 
building with house no 1-3-
6 an extent of 95.38 Sq 
yards of land ,ground floor 
RCC Plinth area 801.08sq 
feets and first floor RCC 
Plinth area 388.87 Sq feets 
at Medhar...I am interested",karimnagar,26 May 2025,"37,17,476.00","3,71,748.00",SARFAESI,--,193605,0,Immovable,Land And Building,0
,194512,Hinduja Housing Finance Limited,"A1l that the HOUSE  bearing house No:3-
101/4, with the total area 80.66 sq yards or 
67.43 sqmeters,With R C 
C Plinth area 498.01 sq ft 
Situated at Badalingpur 
Village, Metpally Mandal 
district J...I am interested",Jagtial,26 May 2025,"13,05,736.00","1,30,574.00",SARFAESI,--,193606,0,Immovable,Residential,0
,194513,Hinduja Housing Finance Limited,"The Existing A.C. Sheet Roof 
House with Open Place 
property, bearing G.W.M.C. 
H.No.18-7-1, Situated at 
Gundu Bavi, Kareemabad, 
Warangal City & (Urban) 
District, admeasuring 114.00 
Sq. Yds., equ...I am interested",Warangal,26 May 2025,"19,20,880.00","1,92,088.00",SARFAESI,--,193607,0,Immovable,Residential,0
,194514,Hinduja Housing Finance Limited,"All that the land and R.C.C. 
building with Ground Floor 
Constructed in an extent 
206.35Sq yards of land bearing 
Door No.1-162/1, Mallampally 
Duggondi Mandal,Warangal 
District,Telangana within th...I am interested",Warangal,26 May 2025,"13,55,340.00","1,35,534.00",SARFAESI,--,193608,0,Immovable,Residential,0
,194515,Hinduja Housing Finance Limited,"All that the land and R C C 
building with Ground 
Floor Construc in and 
extent of 178 Sq yards, of 
land bearing Door No 45-
7-128(New),Muncipal 
house no.45-7-10/1 (Old), 
G.P HNo.7-10/1 (Old) in 
...I am interested",Warangal,26 May 2025,"31,79,200.00","3,17,920.00",SARFAESI,--,193610,0,Immovable,Land And Building,0
,194516,Hinduja Housing Finance Limited,"All that the land RCC bulding
with Constructed builtup Area 
417-00Sq feets, in an extent of 
80-00Sq yards /66-88 sq Mtrs 
of land Resident House No:2-
28/1 (Assessment No:170) , 
Situated at Shameer...I am interested",Jangaon,26 May 2025,"12,84,960.00","1,28,496.00",SARFAESI,--,193609,0,Immovable,Residential,0
,194517,Hinduja Housing Finance Limited,"R C C Roofed House bearing H 
No:2-7-38 Having Plinth area 
732.00Sq.fts,in the land 
admeasuring 108.33Sq 
yards,Or 90.99Sq 
mtrs,Situated at Dhobiwada 
(Mukarampura) locality, 
Karimnagar Town, and ...I am interested",Karimnagar,26 May 2025,"34,30,220.00","3,43,022.00",SARFAESI,--,193611,0,Immovable,Residential,0
,194518,Hinduja Housing Finance Limited,"All that the R.C.C 
Building Plinth area 
253.37sq feet,total Plot 
area 75sq yards,bearing 
G.P House No.12-186/1 
Situated at Thorrur 
Grampanchayath,Thorru
r Revenue Village 
,Thorrur Mandal in 
Ma...I am interested",Mahabubabad,26 May 2025,"20,44,853.00","2,04,485.00",SARFAESI,--,193612,0,Immovable,Land And Building,0
,194519,Hinduja Housing Finance Limited,"Newly Construction R C C 
House bearing (House no not 
allotted) Having Ground floor 
Plinth area 683.29Sq.fts and 
First Floor Plinth area 
683.29Sq feets,in the land 
admeasuring 139.88Sq 
yards,(Ro...I am interested",Jagtial,26 May 2025,"27,20,880.00","2,72,088.00",SARFAESI,--,193613,0,Immovable,Residential,0
,194520,Hinduja Housing Finance Limited,"All that the constructing house 
H No:11-6-149/A, 
Admeasuring area 143.50.00 
Sq Yrds,or119.98 
Sq.Mtrs,bearing In H NO:11-6-
149/A, Situated at 
Mekalabanda Park-2,H/o 
Nehrunagar,Khammam DistTelang...I am interested",KHAMMAM,26 May 2025,"11,89,300.00","1,18,930.00",SARFAESI,--,193614,0,Immovable,Residential,0
,194521,Hinduja Housing Finance Limited,"The House With Open Place 
bearing Grampanchayat 
House No :6-191 admeasuring 
500.66Sq yards or 418.62Sq 
Meters,Tiles Plinth area 
401.20Sq feets, situated at 
Addabatta Thanda Village & G 
P,Parvat...I am interested",Warangal,26 May 2025,"16,34,870.00","1,63,487.00",SARFAESI,--,193615,0,Immovable,Residential,0
,194522,Hinduja Housing Finance Limited,"All that Existing House 
with Open Place bearing 
House No.10-
20,admeasuring to an 
extent of 382.78 sq yards 
or 320.04 sq mtrs,in sy 
.No.38/1,Covered with 
R.C.C Plinth area 619.92 
Sq feet, Situa...I am interested",Warangal,26 May 2025,"22,10,231.00","2,21,023.00",SARFAESI,--,193616,0,Immovable,Land,0
,194523,Hinduja Housing Finance Limited,"The Property bearing Ground and First Floor 
RCC Roof House No.6-55/4,in Survey No.754/ఉ,
having its area total extent 
of 259.98 Sq yards,or 217.36 Sq mtrs, RCC 
Plinth area Ground floor 
1967.07Sqfe...I am interested",Jagtial,26 May 2025,"59,15,203.00","5,91,520.00",SARFAESI,--,193618,0,Immovable,Residential,0
,194524,Hinduja Housing Finance Limited,"All that the land and R C C 
Building with G W M C H 
No.18-3-238/7&9/1 
Constructed in an extent of 
68.29Sq yards of land 
Residence of Sy Kashikunta 
Kareemabad Warangal Dist 
Telangana-506001 Aadh...I am interested",Warangal,26 May 2025,"13,25,112.00","1,32,511.00",SARFAESI,--,193617,0,Immovable,Land And Building,0
,194525,Hinduja Housing Finance Limited,"The Property bearing RCC 
Roof House H.No.4-
51/7,having its area total 
extent 287.34 Sq yards,or 
240.25 Sq mtrs,RCC Plinth 
area 546.57 Sq 
feets,Situated at 
Muthyampeta Shivar & 
GP,Mandal 
Malli...I am interested",karimnagar,26 May 2025,"16,48,526.00","1,64,853.00",SARFAESI,--,193619,0,Immovable,Residential,0
,194527,Hinduja Housing Finance Limited,"All that the Residential House Bearing 
H. No.1-1-11/1 Constructed in the site of 
an extent of 69.50 Sq yards,Situated at 
Mahabubabad Village & Revenue Limits, Mahabubabad 
Mandal, Mahabubabad Dist ...I am interested",Mahabubabad,26 May 2025,"50,60,040.00","5,06,004.00",SARFAESI,--,193621,0,Immovable,Residential,0
,194528,Hinduja Housing Finance Limited,"R C'C' house bearing H.No.2-1-
Ba0017, land Admeasuring 
having plinth area 604.71 
sq.feets on plot no: 7, in the 
land admeasuring 120sq.yards 
yards (road affected area 24 
sq yards),total land 
ad...I am interested",karimnagar,26 May 2025,"24,41,760.00","2,44,176.00",SARFAESI,--,193620,0,Immovable,Residential,0
,194529,Hinduja Housing Finance Limited,"House bearing No. 1-12-
Ba0019 with total area 
measuring 80.00 sq yards 
in Plot No. 168, in Sy. No. 
429, 436 and 432, with 
plinth area of 456.00 sq. 
fts., in Ground Floor and 
456.00 sq. fts., in...I am interested",Jangaon,26 May 2025,"14,78,400.00","1,47,840.00",SARFAESI,--,193622,0,Immovable,Residential,0
,194530,Hinduja Housing Finance Limited,"All that the land and R.C.C 
Building with Ground Floor 
Constructed (1116.00sq feets) 
in an Extent of 221.65Sq 
yards of land in Sy 
No:15bearing Door No.6-86/5 
Situated at Sunket 
Grampanchayat,Mo...I am interested",nizamabad,26 May 2025,"19,80,472.00","1,98,047.00",SARFAESI,--,193623,0,Immovable,Residential,0
,194531,Hinduja Housing Finance Limited,"All that the newly constructing 
house bearing No. H NO:2-
629/2 Admeasuring area 153-
47sq.yrds,or 
128.32sq.Mtrsbearing in 
Situated at ,Bodulabanda 
Village, Nelakondapalli 
mandal, Khammam ,Dist.-...I am interested",KHAMMAM,26 May 2025,"13,83,648.00","1,38,365.00",SARFAESI,--,193625,0,Immovable,Residential,0
,194532,Hinduja Housing Finance Limited,"Open Place Ramagundam 
Municipality area 
Jangama Revenue village, 
Locality of Janagama 
village Survey No:264/F 
Extent 211.75 sq 
yards,equall to 177.23Sq 
Meters, SY. NO: 264/F, 
NEAR H. NO: 7-3-2...I am interested",RAMAGUNDAM,26 May 2025,"30,21,600.00","3,02,160.00",SARFAESI,--,193626,0,Immovable,Land,0
,194534,Hinduja Housing Finance Limited,"House with Open Place 
bearing H. No.2-24 
admeasuring 65.14 Sq.yards or 
54.46Sq mtrs, situated 
Kondaparthy Village,Inavolu 
Mandal ,Warangal District, 
Within the limits of SubRegistrar Warangal Fo...I am interested",Warangal,26 May 2025,"7,61,120.00","76,112.00",SARFAESI,--,193628,0,Immovable,Residential,0
,194535,Hinduja Housing Finance Limited,"The House with Open Place bearing 
grampanchayath House No2-26 admeasuring 
302.00sq yards or 252.00sq meters RCC 
Plinth area 518.00sq feets ,Situated at Vadlakonda 
Village & G P Parvathagiri Mandal...I am interested",RAMAGUNDAM,26 May 2025,"15,84,480.00","1,58,448.00",SARFAESI,--,193629,0,Immovable,Residential,0
,194536,Hinduja Housing Finance Limited,"Newly Constructing RCC 
House bearing (H.No. Not 
allotted) 
KothapallyMuncipality 
Permission 
No.139322/KOTP/0030/2022,
Dated 03-03-2022 in the land 
admeasuring 127.06 Sq 
yards,in Sy 
No.809/^C,Si...I am interested",karimnagar,26 May 2025,"23,15,781.00","2,31,578.00",SARFAESI,--,193630,0,Immovable,Plot,
,194537,Hinduja Housing Finance Limited,"All that the New Constructing House 
Bearing H.No.7-152, Admeasuring area 226.66 
sq yards or 189.51 Sq meters, in RCC:215 SQ 
feets and Tinn:305sq fts, Total 520 Sq fts, Situated 
at Ambedkar Nagar ,...I am interested",Khammam,26 May 2025,"13,69,600.00","1,36,960.00",SARFAESI,--,193631,0,Immovable,Residential,0
,194538,Hinduja Housing Finance Limited,"THAT THE RCC HOUSE PROPERTY 
BEARING NO.4-3-45/8:N 
SURVEY N01410 AND 
HAVING ITS AREA Plinth 
Area: Ground Floor RCC 
1539.23 Sq feets 171.02 
Sq Yards 143.00 Sq Meters 
Open Area 143.98 Sq 
Yards 12...I am interested",Karimnagar,26 May 2025,"56,64,400.00","5,66,440.00",SARFAESI,--,193632,0,Immovable,Residential,0
,194539,Hinduja Housing Finance Limited,"All that House with 
open place bearing 
GP.No.2-74/2 (New:2-
74/Part (Old) 
admeasuring to an 
extent of 133.33 
Sq.Yards or 111.48 
Sq.Mtrs in Sy.No.666 
situated at 
Mohammodpatnam 
Revenue, Ameena...I am interested",Mahabubabad,26 May 2025,"12,87,600.00","1,28,760.00",SARFAESI,--,193633,0,Immovable,Residential,0
,195754,Hinduja Housing Finance Limited,"Property/Plot land area measuring 35 sq. yards. i.e. 315 sq. ft, out of Khasra No. 382, Situated at Chirori, Loni, Ghaziabad, UP. EAST- SE- Vaccant Property, WEST- NW- Property Sonu, NORTH- NE- Entry ...I am interested",Ghaziabad,26 May 2025,"6,26,000.00","62,600.00",SARFAESI,--,194844,0,Immovable,Land,0
,195755,Hinduja Housing Finance Limited,"RESIDENTIAL FLAT NO FF-04, FIRST FLOOR, (REAR RIGHT SIDE) WITHOUT ROOF, AREA MEASURING 540 SQ. FEET. I.E, 50.17 SQ. METERS, BUILT ON PLOT NO-A-9, PART OF KHASRA NO-211, BLOCK A SITUATED AT RAIL VIHAR ...I am interested",Ghaziabad,26 May 2025,"14,74,000.00","1,47,400.00",SARFAESI,--,194845,0,Immovable,Residential Flat,0
,195756,Hinduja Housing Finance Limited,"""Upper Ground Floor LIG Flat No. UGF-03 (Front RHS), area measuring 42 Sq. Yds.. built up 
on Plot No. C-20, arising from Khasra No. 261, Situated at Rail Vihar Sahkari Asvaş Samiti 
Ltd.. Near Maha S...I am interested",Ghaziabad,26 May 2025,"11,07,000.00","1,10,700.00",SARFAESI,--,194846,0,Immovable,Flat,0
,195757,Hinduja Housing Finance Limited,"RESIDENTIAL FREEHOLD FLAT NO- SF-05 SECOND FLOOR, MIG, BACK SIDE, AREA MEASURING 600 SQ. FT. I.E,, 55.74 SQ. METERS OUT OF KHASRA NO 1290 MIN, SITUATED IN RESIDENTAL COLONY ""SUDESH VIHAR"" HADBAST VILL...I am interested",Loni,26 May 2025,"15,01,000.00","1,50,100.00",SARFAESI,--,194847,0,Immovable,Residential Flat,0
,195758,Hinduja Housing Finance Limited,"UPPER GROUND FLOOR FALT NO-UGF-08 BUILT UP ON FLAT NO -12, AREA MEASURING 325 SQ YDS, 271.73 SQ MTS, SITUATED IN SHIV ENCLAVE ARISING FROM KHASRA NO-353 IN VILLAGE SAULLABAD LONII am interested",Ghaziabad,26 May 2025,"13,39,000.00","1,33,900.00",SARFAESI,--,194849,0,Immovable,Flat,0
,195759,Hinduja Housing Finance Limited,"A RESIDENTIAL LIG FLAT NO SF-04, SECOND FLOOR AREA MEASURING 30.30 SQ METERS, Rear RHS, With Roof Built on Residential Plot No-A-156, Area Measuring 186.66 Sq. Yards, Comprising in Khasra No-215, Situ...I am interested",Loni,26 May 2025,"10,91,000.00","1,09,100.00",SARFAESI,--,194848,0,Immovable,Residential Flat,0
,195760,Hinduja Housing Finance Limited,"Residential Vacant Plot with area measuring 50 sq. yards, ..ie.., 41.80 sq. mtrs, comprised in Khasra no-21, situated in Welcome City, Village Sadullabad Loni, Pargana Loni Ghaziabad East- Road 15 Fee...I am interested",Loni,26 May 2025,"15,30,000.00","1,53,000.00",SARFAESI,--,194850,0,Immovable,Residential Vacant Plot,0
,195761,Hinduja Housing Finance Limited,"Residential Plot No. 188, Land Area Measuring 100 Sq. Yards, l.e. 83.61 Sq. 25 Meters, Out Of Khasra No. 240, Situated At Pushpanjali Colony Village Dharoti Khurd, Pargana Loni, Tehsil & District-Ghaz...I am interested",Ghaziabad,26 May 2025,"30,93,000.00","3,09,300.00",SARFAESI,--,194851,0,Immovable,Plot,0
,195762,Hinduja Housing Finance Limited,"Freehold residential Flat No-S-2, Front Left Side, (M.I.G) Second Floor, with roof rights, having covered area 55.74 Sq. Meters approx., built on Plot No. B-1/143, situated at DLF Dilshad Extn II, in ...I am interested",Ghaziabad,26 May 2025,"21,06,000.00","2,10,600.00",SARFAESI,--,194853,0,Immovable,Residential Flat,0
,195763,Hinduja Housing Finance Limited,"An Independent House, At Khasra No 511, village- Mathurapur, Near Bloom World School, Ghaziabad, Uttar Pradesh-201003I am interested",Ghaziabad,26 May 2025,"28,76,000.00","2,87,600.00",SARFAESI,--,194852,0,Immovable,Land,0
,195764,Hinduja Housing Finance Limited,"Freehold Residential Front LHS Flat on Ground Floor without Roof Right Measuring 407.77 Sq. ft. or say 37.88 sq. Mt. Built Plot no-A-82, pertaining to khasra no.348 sitauted in Rail vihar sehkari Awas...I am interested",Ghaziabad,26 May 2025,"11,11,000.00","1,11,100.00",SARFAESI,--,194854,0,Immovable,Flat,0
,195765,Hinduja Housing Finance Limited,"PLOT NO-48, BLOCK D, LAND MEASURING 91.97 SQ, METERS ,, 110 SQ YARDS SITUATED IN THE RESIDENTIAL COLONY, KNOWN AS SLF VED VIHAR SITAUTED IN VILLAGE SADULLABAD LONI GHAZIABAD U.PI am interested",Loni,26 May 2025,"16,04,000.00","1,60,400.00",SARFAESI,--,194855,0,Immovable,Plot,0
,195766,Hinduja Housing Finance Limited,"Residential Vacant Plot of land area measuring 102 Sq. Yards, i.e. 85.28 Sq. Meters, Part of Khasra No. 718. Situated at Bablu Garden. Hadbast Village Loni, Pargana Loni, Tehsil & District Ghaziabad, ...I am interested",Ghaziabad,26 May 2025,"21,00,000.00","2,10,000.00",SARFAESI,--,194856,0,Immovable,Plot,0
,195767,Hinduja Housing Finance Limited,"FALT NO  SF-3, (RHS REAR SIDE) ON 2ND FLOOR WITH ROOF RIGHTS AREA MEASURING 650 SQFT BUILT UPON PLOT NO -MM70 AREA MEASURING 264 SQMT. SITUATED AT VILLAGE SADULLABAD COLONY KNOWN AS DLF ANKUR VIHAR LO...I am interested",Ghaziabad,26 May 2025,"19,07,000.00","1,90,700.00",SARFAESI,--,194857,0,Immovable,Flat,0
,195768,Hinduja Housing Finance Limited,"FLAT NO FF-3, ON FIRST FLOOR (RHS) ADMESURING AREA 60 SQ, YD. BUILT ON PLOT NO- 2 &4, FALLING UNDER KHASRA NO-1270/2, SITUATED AT PREM VIHAR VILLAGE LONI GHAZIABADI am interested",Loni,26 May 2025,"13,69,000.00","1,36,900.00",SARFAESI,--,194859,0,Immovable,Flat,0
,195769,Hinduja Housing Finance Limited,FLAT NO-SF-3 (LIG) ON 2ND FLOOR WITHOUT ROOF RIGHT SUPER AREA MEASURING 400 SQFT BUILT UPON PLOT NO-F-53 PART OF KHASAR NO-1305 SITUATED AT VILLAGE LONI COLONY KNOWN AS SLF VED VIHAR LONII am interested,Ghaziabad,26 May 2025,"10,94,000.00","1,09,400.00",SARFAESI,--,194858,0,Immovable,Flat,0
,195770,Hinduja Housing Finance Limited,"RESIDENTIAL FLAT NO-UGF-01 (MIG FRONT RHS) WITHOUT ROOF RIGHTS, COVERED AREA MEASURING 46.45 SQ METER 500 SQ FT BUILT ON PLOT NO- B-151, OUT OF KHASRA NO-237, SITUATED RESIDENTIAL COLONY RAIL VIHAR LO...I am interested",Ghaziabad,26 May 2025,"15,80,000.00","1,58,000.00",SARFAESI,--,194861,0,Immovable,Flat,0
,195771,Hinduja Housing Finance Limited,"KHASRA NO-1307, GOLDEN CITY, VILLAGE PAVI SEELAMPUR PARGANA LONI GHAZIABAD-201102I am interested",Loni,26 May 2025,"7,90,000.00","79,000.00",SARFAESI,--,194860,0,Immovable,Land,0
,195772,Hinduja Housing Finance Limited,"FREEHOLD RESIDENTIAL VACANT PLOT ADMEASURING AREA 100 SQYD, (83.61 SQ.MTR) FAILING UNDER KHASRA NO-1307 SITUATED AT GOLDEN CITY RESIENTIAL COLONY IN VILLAGE PAVI SADAKPUR PARGANA LONI UP-201102,I am interested",Loni,26 May 2025,"17,99,000.00","1,79,900.00",SARFAESI,--,194862,0,Immovable,Residential Vacant Plot,0
,195773,Hinduja Housing Finance Limited,"KHASRA NO-1081 NEARBY SAMAN MEDICAL STORE, PANCHWATI COLONY VILLAGE BEHTA HAZIPUR LONII am interested",Loni,26 May 2025,"24,66,000.00","2,46,600.00",SARFAESI,--,194863,0,Immovable,Land,0
,195774,Hinduja Housing Finance Limited,BHAVAN NO-787 FIRST FLOOR WITHOUT ROOF RIGHT COVERED AREA 18.855 SQ MTRS E.W.S AWASHIYA COLONY TULSI NIKETAN GHAZIABAD-201005I am interested,Ghaziabad,26 May 2025,"3,64,000.00","36,400.00",SARFAESI,--,194865,0,Immovable,Residential,0
,195775,Hinduja Housing Finance Limited,"s.no 1

Freehold Residential Flat No- Ff-1, On First Floor Wihout Roof Right At Measuring Area 65, Sq. Falling Under Khasra No-1302, Built On Plot No -9, Situated At P.n Vihar In Village Loni Pargana ...I am interested",Ghaziabad,26 May 2025,"15,27,000.00","1,52,700.00",SARFAESI,--,194871,0,Immovable,Residential,0
,195776,Hinduja Housing Finance Limited,"Floor Flat No. Ff-2 (front Left Side) Without Roof Rights, Area Measuring 405 Sq. F. Built Up On Plot No. 8-24, Arising From Khasra No. 216, Situated At Rail Vihar Sahkari Awas Samiti Ltd., In Village...I am interested",Ghaziabad,26 May 2025,"14,52,000.00","1,45,200.00",SARFAESI,--,194864,0,Immovable,Flat,0
,195777,Hinduja Housing Finance Limited,"Residential Plot No. 101, (as Per Technical Report) House (three Storied) Of Land Area Measuring 38 Sq. Yds. l.e. 31.77 Sq. Mtrs.. Out Of Khasra No. 232, Situated At Jamalpura, Village Loni,I am interested",Ghaziabad,26 May 2025,"10,40,000.00","1,04,000.00",SARFAESI,--,194866,0,Immovable,Residential,0
,195778,Hinduja Housing Finance Limited,"SF – 1 MIG, Plot No B – 115 – A, area measuring 52 sq yards comprised in Khasra No 221, RAIL VIHAR SAHKARI AWAS SAMITI LTD. Village Sadullabad Pargana, Tehsil Loni, and District Ghaziabad UpI am interested",Loni,26 May 2025,"15,04,000.00","1,50,400.00",SARFAESI,--,194867,0,Immovable,Plot,0
,195779,Hinduja Housing Finance Limited,"FALT NO- FF-02, FIRST FLOOR FRONT SIDE  (LHS FLAT) AREA MEASURING 530 SQ FT. 49.24, SQ METERS BUILT ON RESIDENTIAL FREEHOLD PLOT NO - A-72, AREA MEASURING 200 SQ YARDS 167.22 SQ METERS SITUATED AT KHA...I am interested",Loni,26 May 2025,"16,70,000.00","1,67,000.00",SARFAESI,--,194868,0,Immovable,Flat,0
,195780,Hinduja Housing Finance Limited,"Flat No. GF-03, on Ground Floor, Rear LHS, area measuring 360 Sq. Ft., built on Residential Plot No. A-150, area measuring 200 Sq. Yards i.e. 167.22 Sq. Meters, out of Khasra No. 349, situated at Rail...I am interested",Loni,26 May 2025,"11,18,000.00","1,11,800.00",SARFAESI,--,194869,0,Immovable,Flat,0
,195781,Hinduja Housing Finance Limited,"Residential Flat First Floor (FF-1) area measuring 45 sq yds, of Plot No-176 out of khasra No-301, Situated at Akash Vihar Colony (Aakashwani) hadbast Village Sadullabad.I am interested",Ghaziabad,26 May 2025,"11,17,000.00","1,11,700.00",SARFAESI,--,194870,0,Immovable,Flat,0
,195782,Hinduja Housing Finance Limited,"Pvt Flat FF-2, First Floor ( Middle LHS Portion Flat) on ist Floor without  Roof Right , area measuring 400 Sqyd  part of Khasra No-351 and 353 situated at Rail Vihar Sahkari Awas Samiti Village Saddu...I am interested",Ghaziabad,26 May 2025,"15,12,000.00","1,51,200.00",SARFAESI,--,194872,0,Immovable,Flat,0
,195783,Hinduja Housing Finance Limited,"Residential Flat No- SF-1. (Fornt RHS) Second Floor with roof Rights Built On Plot No B-12/2, Area Measuring 53 Sq. Yds. Situated at DLF Ankur Vihar Hadbast Sadullabad LoniI am interested",Loni,26 May 2025,"15,85,000.00","1,58,500.00",SARFAESI,--,194873,0,Immovable,Residential,0
,195784,Hinduja Housing Finance Limited,"s.no 2

Flat Bearing No-gf-03, (rear Right Hand Side) On Gorund Floor Wihout Roof Right, Sale Area Measuring 492 Sq. Fts, i.e, 45.75 Sq Mtrs, Built On Residential Plot Bearing No-b-9/6, Having Total A...I am interested",Ghaziabad,26 May 2025,"15,41,000.00","1,54,100.00",SARFAESI,--,194877,0,Immovable,Flat,0
,195785,Hinduja Housing Finance Limited,"Flat No GF-01, Ground Floor Front Side, Khasra No 364 Min, Block-C,Plot No C-53, Ruby Enclave Village Sadullabad, Pargana and Tehsil Loni, Near Royal Garden, Ghaziabad, Uttar Pradesh, 201102.I am interested",Loni,26 May 2025,"10,61,000.00","1,06,100.00",SARFAESI,--,194874,0,Immovable,Flat,0
,195786,Hinduja Housing Finance Limited,"Freehold Residential Rear Side Lig Flat No. Gf-3 On Ground Floor Measuring 405 Sq. Ft. Or Say 37.63 Sq. Mt., Built On Plot No. F-27, Pertaining To Khasra No. 1305, Situated in Sif Ved Vihar, Village L...I am interested",Ghaziabad,26 May 2025,"10,01,000.00","1,00,100.00",SARFAESI,--,194875,0,Immovable,Flat,0
,195787,Hinduja Housing Finance Limited,"Flat No. FF-01, on First Floor Front RHS, area measuring 504 Sq. Ft., built on Residential Plot No. A 71, area measuring 200 Sq. Yards i.e. 167.22 Sq. Meters, Part of Khasra No. 350, situated at Rail ...I am interested",Loni,26 May 2025,"18,20,000.00","1,82,000.00",SARFAESI,--,194876,0,Immovable,Flat,0
,195788,Hinduja Housing Finance Limited,"Flat No F.F-01, First Floor (Front left Side) acra mcasuring 540 sq.ft- Built upon plot no-A-76A & A-76 B, both Plot arca measuring 200 sq. yards. + 200 sq. yards= 400 sq. yards, out of khasra No 347 ...I am interested",Loni,26 May 2025,"17,52,000.00","1,75,200.00",SARFAESI,--,194878,0,Immovable,Flat,0
,195789,Hinduja Housing Finance Limited,"s.no 3

Plot No- A 30, In Block A, Arising From Khasra No-212, In Village Sadullabad Loni Area Measuring 200 Sq Yds, i.e, 167.22 Sq Mts,I am interested",Ghaziabad,26 May 2025,"15,31,000.00","1,53,100.00",SARFAESI,--,194879,0,Immovable,Plot,0
,195790,Hinduja Housing Finance Limited,"s.no 4

Flat No G-2, On Ground Floor At Measuring 450 Sq. Ft, Without Roof Right Lig, Built Up On Plot No A1/75, Situated At Dif Dilshad Extn In The Area Of Village Brahampur @Bhopura, Pargana Loni Te...I am interested",Ghaziabad,26 May 2025,"16,95,000.00","1,69,500.00",SARFAESI,--,194880,0,Immovable,Flat,0
